,POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
1093,1.0,3069.0,Justin GATLIN,USAUSA,10.01 Q,0.16,100 m,Heats,M,2016
1094,2.0,2016.0,Daniel BAILEY,ANTANT,10.20 Q,0.153,100 m,Heats,M,2016
1095,3.0,2986.0,Rondel SORRILLO,TTOTTO,10.23,0.11199999999999999,100 m,Heats,M,2016
1096,4.0,3125.0,Gerald PHIRI,ZAMZAM,10.27,0.146,100 m,Heats,M,2016
1097,5.0,2502.0,Lucas JAKUBCZYK,GERGER,10.29,0.166,100 m,Heats,M,2016
1098,6.0,2791.0,Ogho-Oghene EGWERO,NGRNGR,10.37,0.151,100 m,Heats,M,2016
1099,7.0,2244.0,Hua Wilfried KOFFI,CIVCIV,10.37,0.166,100 m,Heats,M,2016
1100,8.0,2828.0,Rodman TELTULL,PLWPLW,10.64,0.133,100 m,Heats,M,2016
1101,9.0,2767.0,Riste PANDEV,MKDMKD,10.71,0.163,100 m,Heats,M,2016
1102,1.0,2234.0,Zhenye XIE,CHNCHN,10.08 Q,0.14300000000000002,100 m,Heats,M,2016
1103,2.0,2608.0,Nickel ASHMEADE,JAMJAM,10.13 Q,0.132,100 m,Heats,M,2016
1104,3.0,2580.0,Hassan TAFTIAN,IRIIRI,10.17 q,0.15,100 m,Heats,M,2016
1105,4.0,2924.0,Kim COLLINS,SKNSKN,10.18 q,0.151,100 m,Heats,M,2016
1106,5.0,2717.0,Abdullah Abkar MOHAMMED,KSAKSA,10.26,0.154,100 m,Heats,M,2016
1107,6.0,2747.0,Aziz OUHADI,MARMAR,10.34,0.158,100 m,Heats,M,2016
1108,7.0,2215.0,Kemar HYMAN,CAYCAY,10.34,0.16,100 m,Heats,M,2016
1109,8.0,2549.0,Darrell WESH,HAIHAI,10.39,0.138,100 m,Heats,M,2016
1110,1.0,2196.0,Andre DE GRASSE,CANCAN,10.04 Q,0.14800000000000002,100 m,Heats,M,2016
1111,2.0,2636.0,Aska CAMBRIDGE,JPNJPN,10.13 Q,0.13699999999999998,100 m,Heats,M,2016
1112,3.0,2229.0,Bingtian SU,CHNCHN,10.17 q,0.146,100 m,Heats,M,2016
1113,4.0,2434.0,Jimmy VICAUT,FRAFRA,10.19 q,0.16399999999999998,100 m,Heats,M,2016
1114,5.0,2785.0,Churandy MARTINA,NEDNED,10.22,0.142,100 m,Heats,M,2016
1115,6.0,2725.0,Emmanuel MATADI,LBRLBR,10.31,0.146,100 m,Heats,M,2016
1116,7.0,2513.0,Julian REUS,GERGER,10.34,0.135,100 m,Heats,M,2016
1117,8.0,2072.0,Jamial ROLLE,BAHBAH,10.68,0.145,100 m,Heats,M,2016
1118,9.0,2557.0,Sudirman HADI,INAINA,10.7,0.122,100 m,Heats,M,2016
1119,1.0,2245.0,Ben Youssef MEITÉ,CIVCIV,10.03 Q,0.145,100 m,Heats,M,2016
1120,2.0,3054.0,Trayvon BROMELL,USAUSA,10.13 Q,0.165,100 m,Heats,M,2016
1121,3.0,2427.0,Christophe LEMAITRE,FRAFRA,10.16 q,0.15,100 m,Heats,M,2016
1122,4.0,2018.0,Cejhae GREENE,ANTANT,10.20 q,0.156,100 m,Heats,M,2016
1123,5.0,2975.0,Keston BLEDMAN,TTOTTO,10.2,0.15,100 m,Heats,M,2016
1124,6.0,2199.0,Akeem HAYNES,CANCAN,10.22,0.12300000000000001,100 m,Heats,M,2016
1125,7.0,3127.0,Gabriel MVUMVURE,ZIMZIM,10.28,0.131,100 m,Heats,M,2016
1126,8.0,2756.0,Hassan SAAID,MDVMDV,10.47,0.135,100 m,Heats,M,2016
1127,,2965.0,Siueni FILIMONE,TGATGA,DNS,,100 m,Heats,M,2016
1128,1.0,2611.0,Yohan BLAKE,JAMJAM,10.11 Q,0.154,100 m,Heats,M,2016
1129,2.0,3002.0,Jak Ali HARVEY,TURTUR,10.14 Q,0.159,100 m,Heats,M,2016
1130,3.0,2815.0,Barakat Mubarak AL-HARTHI,OMAOMA,10.22,0.155,100 m,Heats,M,2016
1131,4.0,2727.0,Mosito LEHATA,LESLES,10.25,0.151,100 m,Heats,M,2016
1132,5.0,2451.0,James ELLINGTON,GBRGBR,10.29,0.145,100 m,Heats,M,2016
1133,6.0,2894.0,Henricho BRUINTJIES,RSARSA,10.33,0.107,100 m,Heats,M,2016
1134,7.0,2240.0,Peimeng ZHANG,CHNCHN,10.36,0.121,100 m,Heats,M,2016
1135,8.0,2922.0,Antoine ADAMS,SKNSKN,10.39,0.149,100 m,Heats,M,2016
1136,1.0,2612.0,Usain BOLT,JAMJAM,10.07 Q,0.156,100 m,Heats,M,2016
1137,2.0,2170.0,Andrew FISHER,BRNBRN,10.12 Q,0.134,100 m,Heats,M,2016
1138,3.0,2447.0,James DASAOLU,GBRGBR,10.18 q,0.171,100 m,Heats,M,2016
1139,4.0,2645.0,Yoshihide KIRYU,JPNJPN,10.23,0.15,100 m,Heats,M,2016
1140,5.0,2068.0,Shavez HART,BAHBAH,10.28,0.139,100 m,Heats,M,2016
1141,6.0,2988.0,Richard THOMPSON,TTOTTO,10.29,0.13,100 m,Heats,M,2016
1142,7.0,2726.0,Jahvid BEST,LCALCA,10.39,0.147,100 m,Heats,M,2016
1143,8.0,2950.0,Jurgen THEMEN,SURSUR,10.47,0.139,100 m,Heats,M,2016
1144,9.0,2921.0,Jin Wei Timothee YAP,SGPSGP,10.79,0.149,100 m,Heats,M,2016
1145,1.0,2909.0,Akani SIMBINE,RSARSA,10.14 Q,0.124,100 m,Heats,M,2016
1146,2.0,2664.0,Ryota YAMAGATA,JPNJPN,10.20 Q,0.111,100 m,Heats,M,2016
1147,3.0,2192.0,Aaron BROWN,CANCAN,10.24,0.135,100 m,Heats,M,2016
1148,4.0,2081.0,Ramon GITTENS,BARBAR,10.25,0.162,100 m,Heats,M,2016
1149,5.0,2779.0,Solomon BOCKARIE,NEDNED,10.36,0.127,100 m,Heats,M,2016
1150,5.0,2146.0,Vítor Hugo DOS SANTOS,BRABRA,10.36,0.157,100 m,Heats,M,2016
1151,7.0,2706.0,Kukyoung KIM,KORKOR,10.37,0.135,100 m,Heats,M,2016
1152,8.0,2925.0,Brijesh LAWRENCE,SKNSKN,10.55,0.163,100 m,Heats,M,2016
1153,9.0,2827.0,Mohammed ABUKHOUSA,PLEPLE,11.89,0.153,100 m,Heats,M,2016
1154,1.0,2434.0,Jimmy VICAUT,FRAFRA,9.95 Q,0.131,100 m,Semi,M,2016
1155,2.0,2245.0,Ben Youssef MEITÉ,CIVCIV,9.97 Q,0.142,100 m,Semi,M,2016
1156,3.0,2909.0,Akani SIMBINE,RSARSA,9.98 q,0.14400000000000002,100 m,Semi,M,2016
1157,4.0,3002.0,Jak Ali HARVEY,TURTUR,10.03,0.14800000000000002,100 m,Semi,M,2016
1158,5.0,2608.0,Nickel ASHMEADE,JAMJAM,10.05,0.11800000000000001,100 m,Semi,M,2016
1159,6.0,3053.0,Marvin BRACY,USAUSA,10.08,0.152,100 m,Semi,M,2016
1160,7.0,2234.0,Zhenye XIE,CHNCHN,10.11,0.134,100 m,Semi,M,2016
1161,8.0,2580.0,Hassan TAFTIAN,IRIIRI,10.23,0.136,100 m,Semi,M,2016
1162,1.0,2612.0,Usain BOLT,JAMJAM,9.86 Q,0.14300000000000002,100 m,Semi,M,2016
1163,2.0,2196.0,Andre DE GRASSE,CANCAN,9.92 Q,0.13,100 m,Semi,M,2016
1164,3.0,3054.0,Trayvon BROMELL,USAUSA,10.01 q,0.128,100 m,Semi,M,2016
1165,4.0,2476.0,Chijindu UJAH,GBRGBR,10.01,0.16,100 m,Semi,M,2016
1166,5.0,2664.0,Ryota YAMAGATA,JPNJPN,10.05,0.109,100 m,Semi,M,2016
1167,6.0,2924.0,Kim COLLINS,SKNSKN,10.12,0.138,100 m,Semi,M,2016
1168,7.0,2018.0,Cejhae GREENE,ANTANT,10.13,0.14300000000000002,100 m,Semi,M,2016
1169,,2170.0,Andrew FISHER,BRNBRN,DQ RIAAF 162.7,,100 m,Semi,M,2016
1170,1.0,3069.0,Justin GATLIN,USAUSA,9.94 Q,0.151,100 m,Semi,M,2016
1171,2.0,2611.0,Yohan BLAKE,JAMJAM,10.01 Q,0.147,100 m,Semi,M,2016
1172,3.0,2427.0,Christophe LEMAITRE,FRAFRA,10.07,0.122,100 m,Semi,M,2016
1173,4.0,2229.0,Bingtian SU,CHNCHN,10.08,0.14,100 m,Semi,M,2016
1174,5.0,2164.0,Kemarley BROWN,BRNBRN,10.13,0.152,100 m,Semi,M,2016
1175,6.0,2447.0,James DASAOLU,GBRGBR,10.16,0.145,100 m,Semi,M,2016
1176,7.0,2636.0,Aska CAMBRIDGE,JPNJPN,10.17,0.135,100 m,Semi,M,2016
1177,,2016.0,Daniel BAILEY,ANTANT,DNS,,100 m,Semi,M,2016
1178,1.0,2612.0,Usain BOLT,JAMJAM,9.81,0.155,100 m,Final,M,2016
1179,2.0,3069.0,Justin GATLIN,USAUSA,9.89,0.152,100 m,Final,M,2016
1180,3.0,2196.0,Andre DE GRASSE,CANCAN,9.91,0.141,100 m,Final,M,2016
1181,4.0,2611.0,Yohan BLAKE,JAMJAM,9.93,0.145,100 m,Final,M,2016
1182,5.0,2909.0,Akani SIMBINE,RSARSA,9.94,0.128,100 m,Final,M,2016
1183,6.0,2245.0,Ben Youssef MEITÉ,CIVCIV,9.96,0.156,100 m,Final,M,2016
1184,7.0,2434.0,Jimmy VICAUT,FRAFRA,10.04,0.14,100 m,Final,M,2016
1185,8.0,3054.0,Trayvon BROMELL,USAUSA,10.06,0.135,100 m,Final,M,2016
1186,1.0,2624.0,Omar MCLEOD,JAMJAM,13.27 Q,0.168,110 m H,Heats,M,2016
1187,2.0,3092.0,Jeff PORTER,USAUSA,13.50 Q,0.147,110 m H,Heats,M,2016
1188,3.0,2548.0,Jeffrey JULMIS,HAIHAI,13.66 Q,0.149,110 m H,Heats,M,2016
1189,4.0,2793.0,Antwon HICKS,NGRNGR,13.70 Q,0.151,110 m H,Heats,M,2016
1190,1.0,2368.0,Orlando ORTEGA,ESPESP,13.32 Q,0.124,110 m H,Heats,M,2016
1191,2.0,2552.0,Balázs BAJI,HUNHUN,13.52 Q,0.151,110 m H,Heats,M,2016
1192,3.0,2296.0,Milan TRAJKOVIC,CYPCYP,13.59 Q,0.14300000000000002,110 m H,Heats,M,2016
1193,4.0,2194.0,Johnathan CABRAL,CANCAN,13.63 Q,0.153,110 m H,Heats,M,2016
1194,1.0,2413.0,Dimitri BASCOU,FRAFRA,13.31 Q,0.151,110 m H,Heats,M,2016
1195,2.0,2469.0,Andrew POZZI,GBRGBR,13.50 Q,0.127,110 m H,Heats,M,2016
1196,3.0,2629.0,Andrew RILEY,JAMJAM,13.52 Q,0.136,110 m H,Heats,M,2016
1197,4.0,2138.0,João Vitor DE OLIVEIRA,BRABRA,13.63 Q,0.121,110 m H,Heats,M,2016
1198,5.0,2891.0,Antonio ALKANA,RSARSA,13.64 q,0.128,110 m H,Heats,M,2016
1199,6.0,2307.0,Petr SVOBODA,CZECZE,13.65 q,0.132,110 m H,Heats,M,2016
1200,7.0,2987.0,Mikel THOMAS,TTOTTO,13.68,0.131,110 m H,Heats,M,2016
1201,8.0,2593.0,Eddie LOVETT,ISVISV,13.77,0.14300000000000002,110 m H,Heats,M,2016
1202,1.0,2531.0,Konstadínos DOUVALÍDIS,GREGRE,13.41 Q,0.124,110 m H,Heats,M,2016
1203,2.0,3045.0,Devon ALLEN,USAUSA,13.41 Q,0.127,110 m H,Heats,M,2016
1204,3.0,2520.0,Gregor TRABER,GERGER,13.50 Q,0.149,110 m H,Heats,M,2016
1205,4.0,2279.0,Yordan L. O'FARRILL,CUBCUB,13.56 Q,0.13,110 m H,Heats,M,2016
1206,5.0,2354.0,Yidiel CONTRERAS,ESPESP,13.62 q,0.13699999999999998,110 m H,Heats,M,2016
1207,6.0,2214.0,Ronald FORBES,CAYCAY,14.67,0.131,110 m H,Heats,M,2016
1208,7.0,2731.0,Ahmad HAZER,LIBLIB,15.5,0.14400000000000002,110 m H,Heats,M,2016
1209,,2414.0,Wilhem BELOCIAN,FRAFRA,DQ R 162.7,,110 m H,Heats,M,2016
1210,1.0,3047.0,Ronnie ASH,USAUSA,13.31 Q,0.149,110 m H,Heats,M,2016
1211,2.0,2428.0,Pascal MARTINOT-LAGARDE,FRAFRA,13.36 Q,0.14800000000000002,110 m H,Heats,M,2016
1212,3.0,2445.0,Lawrence CLARKE,GBRGBR,13.55 Q,0.146,110 m H,Heats,M,2016
1213,4.0,2154.0,Éder Antonio SOUZA,BRABRA,13.61 Q,0.134,110 m H,Heats,M,2016
1214,5.0,2832.0,Damian CZYKIER,POLPOL,13.63 q,0.162,110 m H,Heats,M,2016
1215,6.0,2938.0,Milan RISTIC,SRBSRB,13.66,0.133,110 m H,Heats,M,2016
1216,7.0,2233.0,Wenjun XIE,CHNCHN,13.69,0.166,110 m H,Heats,M,2016
1217,8.0,2201.0,Sekou KABA,CANCAN,13.7,0.141,110 m H,Heats,M,2016
1218,1.0,2614.0,Deuce CARTER,JAMJAM,13.51 q,0.174,110 m H,Heats,M,2016
1219,2.0,2256.0,Yeison RIVAS,COLCOL,13.87,0.165,110 m H,Heats,M,2016
1220,3.0,2667.0,Wataru YAZAWA,JPNJPN,13.88,0.141,110 m H,Heats,M,2016
1221,4.0,2489.0,Matthias BÜHLER,GERGER,13.9,0.141,110 m H,Heats,M,2016
1222,5.0,2504.0,Alexander JOHN,GERGER,14.13,0.165,110 m H,Heats,M,2016
1223,,2283.0,Jhoanis PORTILLA,CUBCUB,DQ R 168.7b,0.13699999999999998,110 m H,Heats,M,2016
1224,,2736.0,Kame ALI,MADMAD,DNS,,110 m H,Heats,M,2016
1225,,2718.0,Xaysa ANOUSONE,LAOLAO,DNS,,110 m H,Heats,M,2016
1226,1.0,2368.0,Orlando ORTEGA,ESPESP,13.32 Q,0.138,110 m H,Semi,M,2016
1227,2.0,3047.0,Ronnie ASH,USAUSA,13.36 Q,0.183,110 m H,Semi,M,2016
1228,3.0,2832.0,Damian CZYKIER,POLPOL,13.5,0.154,110 m H,Semi,M,2016
1229,4.0,2552.0,Balázs BAJI,HUNHUN,13.52,0.129,110 m H,Semi,M,2016
1230,5.0,2469.0,Andrew POZZI,GBRGBR,13.67,0.127,110 m H,Semi,M,2016
1231,6.0,2614.0,Deuce CARTER,JAMJAM,13.69,0.171,110 m H,Semi,M,2016
1232,7.0,2279.0,Yordan L. O'FARRILL,CUBCUB,13.7,0.153,110 m H,Semi,M,2016
1233,,2548.0,Jeffrey JULMIS,HAIHAI,DQ R 168.7,0.156,110 m H,Semi,M,2016
1234,1.0,2624.0,Omar MCLEOD,JAMJAM,13.15 Q,0.147,110 m H,Semi,M,2016
1235,2.0,2428.0,Pascal MARTINOT-LAGARDE,FRAFRA,13.25 Q,0.149,110 m H,Semi,M,2016
1236,3.0,3045.0,Devon ALLEN,USAUSA,13.36 q,0.12,110 m H,Semi,M,2016
1237,4.0,2194.0,Johnathan CABRAL,CANCAN,13.41 q,0.134,110 m H,Semi,M,2016
1238,5.0,2520.0,Gregor TRABER,GERGER,13.43,0.18100000000000002,110 m H,Semi,M,2016
1239,6.0,2445.0,Lawrence CLARKE,GBRGBR,13.46,0.16899999999999998,110 m H,Semi,M,2016
1240,7.0,2891.0,Antonio ALKANA,RSARSA,13.55,0.126,110 m H,Semi,M,2016
1241,8.0,2307.0,Petr SVOBODA,CZECZE,13.67,0.18100000000000002,110 m H,Semi,M,2016
1242,9.0,2138.0,João Vitor DE OLIVEIRA,BRABRA,13.85,0.19399999999999998,110 m H,Semi,M,2016
1243,1.0,2413.0,Dimitri BASCOU,FRAFRA,13.23 Q,0.152,110 m H,Semi,M,2016
1244,2.0,2296.0,Milan TRAJKOVIC,CYPCYP,13.31 Q,0.135,110 m H,Semi,M,2016
1245,3.0,3092.0,Jeff PORTER,USAUSA,13.45,0.15,110 m H,Semi,M,2016
1246,4.0,2629.0,Andrew RILEY,JAMJAM,13.46,0.15,110 m H,Semi,M,2016
1247,5.0,2531.0,Konstadínos DOUVALÍDIS,GREGRE,13.47,0.145,110 m H,Semi,M,2016
1248,6.0,2354.0,Yidiel CONTRERAS,ESPESP,13.54,0.142,110 m H,Semi,M,2016
1249,7.0,2793.0,Antwon HICKS,NGRNGR,14.26,0.17,110 m H,Semi,M,2016
1250,,2154.0,Éder Antonio SOUZA,BRABRA,DQ R 168.7,0.13699999999999998,110 m H,Semi,M,2016
1251,1.0,2624.0,Omar MCLEOD,JAMJAM,13.05,0.142,110 m H,Final,M,2016
1252,2.0,2368.0,Orlando ORTEGA,ESPESP,13.17,0.127,110 m H,Final,M,2016
1253,3.0,2413.0,Dimitri BASCOU,FRAFRA,13.24,0.131,110 m H,Final,M,2016
1254,4.0,2428.0,Pascal MARTINOT-LAGARDE,FRAFRA,13.29,0.142,110 m H,Final,M,2016
1255,5.0,3045.0,Devon ALLEN,USAUSA,13.31,0.135,110 m H,Final,M,2016
1256,6.0,2194.0,Johnathan CABRAL,CANCAN,13.4,0.146,110 m H,Final,M,2016
1257,7.0,2296.0,Milan TRAJKOVIC,CYPCYP,13.41,0.136,110 m H,Final,M,2016
1258,,3047.0,Ronnie ASH,USAUSA,DQ R 168.7b,0.16,110 m H,Final,M,2016
1259,1.0,,Aleen BAILEY,JAMJAM,11.20 Q,0.23199999999999998,100 m,Heats,F,2004
1260,2.0,,Véronique MANG,FRAFRA,11.24 Q,0.18600000000000003,100 m,Heats,F,2004
1261,3.0,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.30 Q,0.18899999999999997,100 m,Heats,F,2004
1262,4.0,,Mercy NKU,NGRNGR,11.37 q,0.16399999999999998,100 m,Heats,F,2004
1263,5.0,,Liliana ALLEN,MEXMEX,11.42 q,0.154,100 m,Heats,F,2004
1264,6.0,,Geraldine PILLAY,RSARSA,11.44,0.17800000000000002,100 m,Heats,F,2004
1265,7.0,,Tit Linda SOU,CAMCAM,13.47,0.235,100 m,Heats,F,2004
1266,8.0,,Katura MARAE,VANVAN,13.49,,100 m,Heats,F,2004
1267,1.0,,Yuliya NESTSIARENKA,BLRBLR,10.94 Q,0.24,100 m,Heats,F,2004
1268,2.0,,Merlene OTTEY,SLOSLO,11.14 Q,0.195,100 m,Heats,F,2004
1269,3.0,,Larisa KRUGLOVA,RUSRUS,11.23 Q,0.207,100 m,Heats,F,2004
1270,4.0,,Guzel KHUBBIEVA,UZBUZB,11.31 q,0.153,100 m,Heats,F,2004
1271,5.0,,Rakia AL-GASSRA,BRNBRN,11.49,0.25,100 m,Heats,F,2004
1272,6.0,,Winneth DUBE,ZIMZIM,11.56,0.21100000000000002,100 m,Heats,F,2004
1273,7.0,,Evangeleen IKELAP,FSMFSM,13.5,0.221,100 m,Heats,F,2004
1274,8.0,,Danah AL NASRALLAH,KUWKUW,13.92,,100 m,Heats,F,2004
1275,1.0,,Lauryn WILLIAMS,USAUSA,11.16 Q,0.247,100 m,Heats,F,2004
1276,2.0,,Irina KHABAROVA,RUSRUS,11.32 Q,0.154,100 m,Heats,F,2004
1277,3.0,,Fana ASHBY,TTOTTO,11.43 Q,0.177,100 m,Heats,F,2004
1278,4.0,,Affoué Amandine ALLOU,CIVCIV,11.46,0.182,100 m,Heats,F,2004
1279,5.0,,Melisa MURILLO,COLCOL,11.67,0.185,100 m,Heats,F,2004
1280,6.0,,Elena BOBROVSKAYA,KGZKGZ,11.76,0.18,100 m,Heats,F,2004
1281,7.0,,Ngerak FLORENCIO,PLWPLW,12.76,0.222,100 m,Heats,F,2004
1282,8.0,,Aminata KAMISSOKO,MTNMTN,13.49,0.179,100 m,Heats,F,2004
1283,1.0,,Yuliya TABAKOVA,RUSRUS,11.22 Q,0.217,100 m,Heats,F,2004
1284,2.0,,Sherone SIMPSON,JAMJAM,11.27 Q,0.17300000000000001,100 m,Heats,F,2004
1285,3.0,,Chandra STURRUP,BAHBAH,11.37 Q,0.138,100 m,Heats,F,2004
1286,4.0,,Bettina MÜLLER-WEISSINA,AUTAUT,11.39 q,0.162,100 m,Heats,F,2004
1287,5.0,,Johanna MANNINEN,FINFIN,11.45,0.157,100 m,Heats,F,2004
1288,6.0,,Sina SCHIELKE,GERGER,11.46,0.19399999999999998,100 m,Heats,F,2004
1289,7.0,,Kaitinano MWEMWEATA,KIRKIR,13.07,0.257,100 m,Heats,F,2004
1290,8.0,,Philaylack SACKPRASEUTH,LAOLAO,13.42,,100 m,Heats,F,2004
1291,1.0,,LaTasha COLANDER,USAUSA,11.31 Q,0.17800000000000002,100 m,Heats,F,2004
1292,2.0,,Endurance OJOKOLO,NGRNGR,11.36 Q,0.203,100 m,Heats,F,2004
1293,3.0,,Natasha MAYERS,VINVIN,11.45 Q,0.158,100 m,Heats,F,2004
1294,4.0,,Tetyana TKALICH,UKRUKR,11.58,0.21,100 m,Heats,F,2004
1295,5.0,,Basma AL-ESHOSH,JORJOR,12.09,0.19899999999999998,100 m,Heats,F,2004
1296,6.0,,Aleksandra VOJNESKA,MKDMKD,12.15,0.193,100 m,Heats,F,2004
1297,7.0,,Xuemei LI,CHNCHN,12.21,0.19,100 m,Heats,F,2004
1298,8.0,,Jenny KENI,SOLSOL,12.76,,100 m,Heats,F,2004
1299,1.0,,Veronica CAMPBELL-BROWN,JAMJAM,11.17 Q,0.166,100 m,Heats,F,2004
1300,2.0,,Gail DEVERS,USAUSA,11.29 Q,0.215,100 m,Heats,F,2004
1301,3.0,,LaVerne JONES-FERRETTE,ISVISV,11.38 q,0.24600000000000002,100 m,Heats,F,2004
1302,4.0,,Agné EGGERTH,LTULTU,11.44,0.177,100 m,Heats,F,2004
1303,5.0,,Heather SAMUEL,ANTANT,12.05,0.158,100 m,Heats,F,2004
1304,6.0,,Robina MUQIMYAR,AFGAFG,14.14,0.24100000000000002,100 m,Heats,F,2004
1305,7.0,,Fartun ABUKAR OMAR,SOMSOM,14.29,,100 m,Heats,F,2004
1306,,,Zhanna BLOCK,UKRUKR,DQ,0.18600000000000003,100 m,Heats,F,2004
1307,1.0,,Vida ANIM,GHAGHA,11.14 Q,0.174,100 m,Heats,F,2004
1308,1.0,,Christine ARRON,FRAFRA,11.14 Q,0.172,100 m,Heats,F,2004
1309,3.0,,Kim GEVAERT,BELBEL,11.18 Q,0.14800000000000002,100 m,Heats,F,2004
1310,4.0,,Karin MAYR-KRIFKA,AUTAUT,11.40 q,0.165,100 m,Heats,F,2004
1311,5.0,,Rosemar Maria NETO,BRABRA,11.43 q,0.237,100 m,Heats,F,2004
1312,6.0,,Mae KOIME,PNGPNG,12,0.195,100 m,Heats,F,2004
1313,7.0,,Hawanatu BANGURA,SLESLE,12.11,0.17600000000000002,100 m,Heats,F,2004
1314,8.0,,Alaa JASSIM,IRQIRQ,12.7,,100 m,Heats,F,2004
1315,1.0,,Ivet LALOVA-COLLIO,BULBUL,11.16 Q,0.159,100 m,Heats,F,2004
1316,2.0,,Abiodun OYEPITAN,GBRGBR,11.23 Q,0.18100000000000002,100 m,Heats,F,2004
1317,3.0,,Lyubov PEREPELOVA,UZBUZB,11.30 Q,0.20800000000000002,100 m,Heats,F,2004
1318,4.0,,Delphine ATANGANA,CMRCMR,11.40 q,0.166,100 m,Heats,F,2004
1319,5.0,,Viktoriya KOVIYREVA,KAZKAZ,11.62,0.207,100 m,Heats,F,2004
1320,6.0,,Marine GHAZARYAN,ARMARM,12.29,0.177,100 m,Heats,F,2004
1321,7.0,,Carol MOKOLA,ZAMZAM,12.35,0.21,100 m,Heats,F,2004
1322,1.0,,Christine ARRON,FRAFRA,11.10 Q,0.192,100 m,Quarter,F,2004
1323,2.0,,Veronica CAMPBELL-BROWN,JAMJAM,11.18 Q,0.212,100 m,Quarter,F,2004
1324,3.0,,Abiodun OYEPITAN,GBRGBR,11.28 Q,0.198,100 m,Quarter,F,2004
1325,4.0,,Gail DEVERS,USAUSA,11.31 q,0.207,100 m,Quarter,F,2004
1326,5.0,,Irina KHABAROVA,RUSRUS,11.32,0.18899999999999997,100 m,Quarter,F,2004
1327,6.0,,LaVerne JONES-FERRETTE,ISVISV,11.44,0.249,100 m,Quarter,F,2004
1328,7.0,,Chandra STURRUP,BAHBAH,11.46,0.185,100 m,Quarter,F,2004
1329,8.0,,Delphine ATANGANA,CMRCMR,11.6,0.18899999999999997,100 m,Quarter,F,2004
1330,1.0,,Lauryn WILLIAMS,USAUSA,11.03 Q,0.214,100 m,Quarter,F,2004
1331,2.0,,Ivet LALOVA-COLLIO,BULBUL,11.09 Q,0.162,100 m,Quarter,F,2004
1332,3.0,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.16 Q,0.188,100 m,Quarter,F,2004
1333,4.0,,Lyubov PEREPELOVA,UZBUZB,11.26 q,0.212,100 m,Quarter,F,2004
1334,5.0,,Véronique MANG,FRAFRA,11.39,0.18600000000000003,100 m,Quarter,F,2004
1335,6.0,,Bettina MÜLLER-WEISSINA,AUTAUT,11.5,0.19,100 m,Quarter,F,2004
1336,7.0,,Karin MAYR-KRIFKA,AUTAUT,11.55,0.196,100 m,Quarter,F,2004
1337,,,Zhanna BLOCK,UKRUKR,DQ,0.203,100 m,Quarter,F,2004
1338,1.0,,Sherone SIMPSON,JAMJAM,11.09 Q,0.157,100 m,Quarter,F,2004
1339,2.0,,Aleen BAILEY,JAMJAM,11.12 Q,0.22,100 m,Quarter,F,2004
1340,3.0,,Merlene OTTEY,SLOSLO,11.24 Q,0.179,100 m,Quarter,F,2004
1341,4.0,,Larisa KRUGLOVA,RUSRUS,11.36,0.196,100 m,Quarter,F,2004
1342,5.0,,Mercy NKU,NGRNGR,11.39,0.154,100 m,Quarter,F,2004
1343,6.0,,Liliana ALLEN,MEXMEX,11.52,0.175,100 m,Quarter,F,2004
1344,7.0,,Fana ASHBY,TTOTTO,11.54,0.17800000000000002,100 m,Quarter,F,2004
1345,,,Vida ANIM,GHAGHA,DNF,0.175,100 m,Quarter,F,2004
1346,1.0,,Yuliya NESTSIARENKA,BLRBLR,10.99 Q,0.20600000000000002,100 m,Quarter,F,2004
1347,2.0,,Kim GEVAERT,BELBEL,11.17 Q,0.155,100 m,Quarter,F,2004
1348,3.0,,LaTasha COLANDER,USAUSA,11.20 Q,0.17600000000000002,100 m,Quarter,F,2004
1349,4.0,,Yuliya TABAKOVA,RUSRUS,11.25 q,0.204,100 m,Quarter,F,2004
1350,5.0,,Endurance OJOKOLO,NGRNGR,11.35,0.171,100 m,Quarter,F,2004
1351,6.0,,Guzel KHUBBIEVA,UZBUZB,11.35,0.147,100 m,Quarter,F,2004
1352,7.0,,Rosemar Maria NETO,BRABRA,11.45,0.19399999999999998,100 m,Quarter,F,2004
1353,,,Natasha MAYERS,VINVIN,DNS,,100 m,Quarter,F,2004
1354,1.0,,Yuliya NESTSIARENKA,BLRBLR,10.92 Q,0.16699999999999998,100 m,Semi,F,2004
1355,2.0,,Veronica CAMPBELL-BROWN,JAMJAM,10.93 Q,0.165,100 m,Semi,F,2004
1356,3.0,,Ivet LALOVA,BULBUL,11.04 Q,0.155,100 m,Semi,F,2004
1357,4.0,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.04 Q,0.168,100 m,Semi,F,2004
1358,5.0,,Abiodun OYEPITAN,GBRGBR,11.18,0.14,100 m,Semi,F,2004
1359,6.0,,Christine ARRON,FRAFRA,11.21,0.175,100 m,Semi,F,2004
1360,7.0,,Gail DEVERS,USAUSA,11.22,0.165,100 m,Semi,F,2004
1361,8.0,,Yuliya TABAKOVA,RUSRUS,11.25,0.179,100 m,Semi,F,2004
1362,1.0,,Lauryn WILLIAMS,USAUSA,11.01 Q,0.205,100 m,Semi,F,2004
